sale_id,date_id,book_id,customer_id,channel_id,quantity,unit_price_egp,discount_pct,discount_amount,total_revenue,total_cost,profit,order_status,processing_days
ORD00222,20240416,B009,C0009,CH02,1,154.28,0.0,0.0,154.28,60,94.28,Delivered,1.0
ORD00223,20240124,B016,C0080,CH01,160,214.13,20.0,6852.16,27408.64,14080,13328.64,Delivered,6.0
ORD00224,20240109,B007,C0045,CH02,3,136.58,5.0,20.49,389.25,162,227.25,Delivered,1.0
ORD00225,20230204,B014,C0021,CH02,1,68.83,5.0,3.44,0.0,22,0.0,Returned,2.0
ORD00226,20231214,B018,C0048,CH01,3,157.65,10.0,47.3,425.65,192,233.65,Delivered,
ORD00227,20231228,B003,C0064,CH03,182,53.95,15.0,1472.84,8346.06,4004,4342.06,Delivered,7.0
ORD00228,20240226,B008,C0012,CH02,2,111.37,5.0,11.14,211.6,88,123.6,Pending,1.0
ORD00229,20230414,B015,C0046,CH01,1,88.75,10.0,8.88,79.87,29,50.87,Delivered,1.0
ORD00230,20240911,B001,C0104,CH05,354,44.5,35.0,5513.55,10239.45,6372,3867.45,Delivered,6.0
ORD00231,20231205,B018,C0048,CH01,1,162.62,5.0,8.13,154.49,64,90.49,Delivered,1.0
ORD00232,20230221,B008,C0093,CH04,7,106.9,25.0,187.08,561.22,308,253.22,DELIVERED,3.0
ORD00233,20230912,B012,C0032,CH01,1,75.21,0.0,0.0,75.21,24,51.21,Delivered,1.0
ORD00234,20231112,B020,C0045,CH02,1,49.08,5.0,2.45,46.63,20,26.63,Delivered,1.0
ORD00235,20231004,B017,C0063,CH01,166,179.73,20.0,5967.04,23868.14,11952,11916.14,Pending,4.0
ORD00236,20230326,B011,C0106,CH05,479,79.63,30.0,11442.83,26699.94,11975,14724.94,Delivered,12.0
ORD00237,20240801,B004,C0075,CH01,62,48.95,20.0,606.98,2427.92,1178,1249.92,Pending,10.0
ORD00238,20240924,B014,C0014,CH01,1,71.83,5.0,3.59,68.24,22,46.24,Delivered,1.0
ORD00239,20240515,B013,C0039,CH02,1,84.9,,0.0,84.9,27,57.9,Delivered,2.0
ORD00240,20230511,B005,C0021,CH01,3,52.19,0.0,0.0,156.57,63,93.57,Delivered,1.0
ORD00241,20230524,B001,C0069,CH01,57,44.97,15.0,384.49,2178.8,1026,1152.8,Delivered,6.0
ORD00242,20240413,B004,C0104,CH05,167,49.44,30.0,2476.94,5779.54,3173,2606.54,Delivered,9.0
ORD00243,20230629,B001,C0101,CH05,423,44.14,30.0,5601.37,13069.85,7614,5455.85,Delivered,6.0
ORD00244,20230105,B011,C0094,CH01,35,81.95,15.0,430.24,2438.01,875,1563.01,Delivered,12.0
ORD00245,20230421,B008,C0022,CH01,2,108.11,10.0,21.62,194.6,88,106.6,Delivered,1.0
ORD00246,20241106,B008,C0107,CH05,207,111.29,30.0,6911.11,16125.92,9108,7017.92,Delivered,6.0
ORD00247,20230525,B020,C0080,CH01,90,48.77,20.0,877.86,3511.44,1800,1711.44,Delivered,6.0
ORD00248,20240904,B007,C0008,CH02,1,137.34,5.0,6.87,130.47,54,76.47,Delivered,2.0
ORD00249,20230429,B003,C0029,CH02,1,56.17,5.0,2.81,53.36,22,31.36,Delivered,2.0
ORD00250,20231111,B006,C0048,CH02,2,117.97,5.0,11.8,224.14,96,128.14,Pending,1.0
ORD00251,20231226,B005,C0100,CH01,25,51.63,25.0,322.69,968.06,525,443.06,Delivered,13.0
ORD00252,20240127,B010,C0014,CH01,1,127.27,10.0,12.73,0.0,50,0.0,Returned,1.0
