transaction_id,date_id,customer_id,branch_id,channel_id,transaction_type,amount_egp,fee_egp,customer_segment,is_digital
TXN000039,20230702,CUS0002,,CH05,Bill Payment,299.65,0.69,Retail,True
TXN000040,20230612,CUS0074,,CH02,Account Opening Fee,199.81,,Retail,False
TXN000041,20241012,CUS0101,BR01,CH02,Loan Payment,107410.38,0.0,SME,False
TXN000042,20240719,CUS0135,BR05,CH01,Deposit,189110.72,0.0,Corporate,False
TXN000043,20241103,CUS0191,,CH04,Deposit,23270.32,0.0,Premium,True
TXN000044,20240122,CUS0084,,CH02,Deposit,26925.32,0.0,Corporate,False
TXN000045,20230320,CUS0126,,CH03,Withdrawal,17376.99,0.0,Retail,True
TXN000046,20231119,CUS0109,BR02,CH02,Transfer,61906.48,250.54,Premium,False
TXN000047,20230524,CUS0182,BR01,CH01,Card Payment,66135.27,0.0,SME,False
TXN000048,20241231,CUS0095,,CH03,Account Opening Fee,626.79,2.08,Corporate,True
TXN000049,20231113,CUS0111,,CH03,Loan Payment,127616.34,0.0,SME,True
TXN000050,20240125,CUS0073,BR05,CH02,Account Opening Fee,2308.9,10.66,Corporate,False
TXN000051,20241016,CUS0029,BR07,CH02,Card Payment,6244.89,0.0,Retail,False
TXN000052,20241008,CUS0160,,CH03,Bill Payment,1963.45,3.19,Retail,True
TXN000053,20241026,CUS0195,,CH04,Bill Payment,4404.19,,Retail,True
TXN000054,20240729,CUS0127,,CH03,Withdrawal,69931.52,0.0,SME,True
TXN000055,20231002,CUS0164,BR03,CH02,Withdrawal,14508.98,0.0,Retail,False
TXN000056,20240406,CUS0082,BR01,CH02,Card Payment,4386.08,0.0,Retail,False
TXN000057,20230713,CUS0008,BR06,CH01,Transfer,69729.97,233.82,Retail,False
TXN000058,20230424,CUS0003,,CH03,Loan Payment,18750.64,0.0,Premium,True
TXN000059,20231013,CUS0117,BR01,CH01,Transfer,218942.95,678.43,SME,False
TXN000060,20230315,CUS0184,,CH03,bill payment,23197.53,76.02,Corporate,True
TXN000061,20231205,CUS0176,BR10,CH01,Deposit,26096.94,0.0,Retail,False
TXN000062,20230624,CUS0068,,CH03,Transfer,88967.09,,Retail,True
TXN000063,20240313,CUS0109,BR11,CH01,Withdrawal,6317.32,0.0,Premium,False
TXN000064,20231229,CUS0029,BR10,CH02,Account Opening Fee,380.9,0.73,Retail,False
TXN000065,20240408,CUS0021,BR07,CH02,Deposit,36180.16,0.0,Retail,False
TXN000066,20240103,CUS0163,BR05,CH02,Loan Payment,53095.82,0.0,Premium,False
TXN000067,20230119,CUS0124,BR15,CH02,Loan Payment,9900.79,0.0,Retail,False
TXN000068,20240111,CUS0107,,CH03,Loan Payment,67172.8,0.0,Corporate,True
TXN000069,20240110,CUS0164,,CH03,Deposit,37112.42,0.0,Retail,True
TXN000070,20230502,CUS0173,,CH05,Account Opening Fee,287.19,1.33,Retail,True
TXN000071,20241115,CUS0074,,CH03,Deposit,25883.97,0.0,Retail,True
TXN000072,20240609,CUS0033,,CH03,transfer,63602.58,123.46,Retail,True
TXN000073,20231108,CUS0040,,CH03,Withdrawal,9464.63,0.0,SME,True
TXN000074,20231205,CUS0001,,CH03,Transfer,187677.68,836.24,Premium,True
TXN000075,20230316,CUS0130,BR02,CH02,Bill Payment,4660.33,21.32,Retail,False
TXN000076,20240530,CUS0036,,CH05,Loan Payment,26454.56,0.0,Retail,True
TXN000077,20230917,CUS0012,BR04,CH01,Bill Payment,2532.17,8.35,Retail,False
TXN000078,20240521,CUS0162,BR02,CH01,Loan Payment,129174.61,0.0,SME,False
TXN000079,20231122,CUS0107,BR08,CH01,Loan Payment,100479.7,,Corporate,False
TXN000080,20230209,CUS0028,BR10,CH02,Loan Payment,16878.87,0.0,Retail,False
TXN000081,20240608,CUS0137,BR01,CH01,Deposit,7554.03,0.0,Retail,False
TXN000082,20230110,CUS0118,BR15,CH02,Card Payment,20606.5,0.0,Premium,False
TXN000083,20231129,CUS0002,BR11,CH01,Account Opening Fee,273.37,0.42,Retail,False
TXN000084,20231007,CUS0170,BR07,CH02,Withdrawal,21607.79,0.0,SME,False
TXN000085,20240518,CUS0012,,CH03,Loan Payment,2871.92,0.0,Retail,True
TXN000086,20240429,CUS0121,,CH03,Withdrawal,6777.91,0.0,SME,True
TXN000087,20230531,CUS0148,BR03,CH01,Transfer,181627.15,771.0,Premium,False
TXN000088,20241019,CUS0165,,CH03,Deposit,24257.88,0.0,Retail,True
TXN000089,20240531,CUS0051,,CH03,Account Opening Fee,482.93,2.26,Retail,True
TXN000090,20241215,CUS0062,BR03,CH01,Card Payment,34689.96,0.0,SME,False
TXN000091,20230619,CUS0159,BR01,CH02,Withdrawal,9205.25,0.0,Retail,False
TXN000092,20230404,CUS0062,,CH04,Loan Payment,101965.56,0.0,SME,True
TXN000093,20240214,CUS0109,,CH03,Withdrawal,8211.81,0.0,Premium,True
TXN000094,20240704,CUS0051,,CH03,Card Payment,11147.44,0.0,Retail,True
TXN000095,20240605,CUS0007,BR09,CH02,Loan Payment,27948.89,0.0,Premium,False
TXN000096,20231214,CUS0101,BR15,CH01,Card Payment,64256.7,0.0,SME,False
TXN000097,20230213,CUS0127,BR02,CH01,Card Payment,18248.51,0.0,SME,False
TXN000098,20230507,CUS0017,,CH04,Account Opening Fee,466.39,2.28,Retail,True
TXN000099,20240424,CUS0015,,CH04,Account Opening Fee,1716.24,5.7,SME,True
TXN000100,20240725,CUS0191,,CH05,Card Payment,21816.88,0.0,Premium,True
TXN000101,20230402,CUS0096,BR03,CH01,Bill Payment,4864.57,18.61,Retail,False
TXN000102,20230220,CUS0198,BR03,CH02,Bill Payment,748.33,2.25,Premium,False
TXN000103,20240116,CUS0059,BR06,CH01,Card Payment,17991.82,0.0,Corporate,False
TXN000104,20240803,CUS0193,BR06,CH02,Account Opening Fee,539.59,0.74,Premium,False
TXN000105,20241027,CUS0011,BR07,CH02,Transfer,19068.89,74.32,Premium,False
TXN000106,20240713,CUS0113,,CH05,Withdrawal,3902.38,0.0,Retail,True
TXN000107,20241223,CUS0195,BR07,CH01,Account Opening Fee,374.84,1.21,Retail,False
TXN000108,20230910,CUS0012,BR05,CH01,Loan Payment,14701.11,0.0,Retail,False
TXN000109,20230920,CUS0064,,CH04,Loan Payment,10738.63,0.0,Retail,True
TXN000110,20240305,CUS0052,,CH04,Bill Payment,20354.11,97.91,SME,True
TXN000111,20240919,CUS0018,,CH03,Deposit,19022.37,0.0,Retail,True
TXN000112,20230121,CUS0166,,CH05,Transfer,455752.5,1556.81,SME,True
TXN000113,20230517,CUS0070,,CH04,Loan Payment,132026.77,0.0,Corporate,True
TXN000114,20230103,CUS0133,,CH04,Deposit,97996.29,0.0,SME,True
TXN000115,20241221,CUS0120,BR09,CH02,Bill Payment,22881.57,51.93,SME,False
TXN000116,20230131,CUS0198,BR15,CH01,Account Opening Fee,332.36,1.64,Premium,False
TXN000117,20240103,CUS0165,BR15,CH02,Bill Payment,2357.85,8.5,Retail,False
TXN000118,20230908,CUS0060,BR04,CH01,Transfer,52719.9,159.48,Retail,False
TXN000119,20240729,CUS0019,,CH04,Loan Payment,42030.5,0.0,Premium,True
TXN000120,20240211,CUS0026,,CH03,Account Opening Fee,153.47,0.51,Retail,True
TXN000121,20240318,CUS0098,,CH03,Card Payment,18499.22,0.0,SME,True
TXN000122,20230311,CUS0189,,CH03,Transfer,62706.84,97.58,Corporate,True
TXN000123,20240823,CUS0143,,CH03,Loan Payment,22135.3,0.0,Retail,True
TXN000124,20230605,CUS0146,,CH03,Bill Payment,9510.66,38.85,SME,True
TXN000125,20230619,CUS0057,BR13,CH02,Bill Payment,967.49,3.06,Retail,False
TXN000126,20230410,CUS0148,BR03,CH01,Transfer,99878.91,376.48,Premium,False
TXN000127,20241006,CUS0024,BR10,CH02,Transfer,77288.62,272.67,Retail,False
TXN000128,20240928,CUS0132,BR05,CH01,Loan Payment,71365.69,0.0,Corporate,False
TXN000129,20241007,CUS0086,,CH04,Withdrawal,1605.49,0.0,Retail,True
TXN000130,20240628,CUS0165,,CH03,Loan Payment,28811.97,0.0,Retail,True
TXN000131,20230615,CUS0074,BR07,CH01,Card Payment,2222.64,0.0,Retail,False
TXN000132,20240801,CUS0022,BR02,CH02,Transfer,342591.36,1164.07,SME,False
TXN000133,20241019,CUS0096,,CH03,Account Opening Fee,304.24,0.79,Retail,True
TXN000134,20231027,CUS0004,BR05,CH01,Card Payment,11378.27,0.0,Retail,False
TXN000135,20230523,CUS0042,BR02,CH02,Transfer,92806.7,114.98,Retail,False
TXN000136,20240106,CUS0038,BR15,CH02,Loan Payment,27509.92,0.0,Retail,False
TXN000137,20231120,CUS0087,BR08,CH02,Transfer,91763.7,211.62,Retail,False
TXN000138,20240312,CUS0090,BR02,CH02,Loan Payment,4821.38,0.0,Retail,False
TXN000139,20241103,CUS0052,BR02,CH02,Transfer,210177.13,363.12,SME,False
TXN000140,20230309,CUS0172,,CH05,Transfer,114502.97,297.93,Premium,True
TXN000141,20230205,CUS0153,,CH04,Loan Payment,3928.39,0.0,SME,True
TXN000142,20240415,CUS0142,,CH03,Bill Payment,14962.91,45.91,Corporate,True
TXN000143,20230512,CUS0041,,CH05,Card Payment,12456.53,0.0,Retail,True
TXN000144,20240605,CUS0138,,CH04,Transfer,147440.4,226.91,Premium,True
TXN000145,20240614,CUS0070,BR10,CH01,Account Opening Fee,1471.89,2.47,Corporate,False
TXN000146,20230203,CUS0017,,CH03,Card Payment,9133.07,0.0,Retail,True
TXN000147,20241125,CUS0026,,CH03,Account Opening Fee,282.56,1.28,Retail,True
TXN000148,20231017,CUS0042,,CH04,Bill Payment,102.74,0.15,Retail,True
TXN000149,20230403,CUS0123,,CH03,Deposit,246835.58,0.0,SME,True
TXN000150,20240723,CUS0057,BR04,CH02,Card Payment,8179.44,0.0,Retail,False
TXN000151,20240803,CUS0111,BR04,CH01,Transfer,365867.14,1798.09,SME,False
TXN000152,20230104,CUS0079,BR04,CH02,Withdrawal,16249.09,0.0,Retail,False
TXN000153,20231111,CUS0178,BR02,CH02,Transfer,56119.29,222.99,Retail,False
TXN000154,20240223,CUS0083,,CH04,Account Opening Fee,341.27,0.84,Retail,True
TXN000155,20240708,CUS0027,,CH04,Loan Payment,103959.92,0.0,Corporate,True
TXN000156,20230814,CUS0152,BR15,CH01,Account Opening Fee,1404.91,3.58,SME,False
TXN000157,20240915,CUS0099,BR04,CH01,Deposit,40934.32,0.0,Retail,False
TXN000158,20240717,CUS0170,,CH05,Account Opening Fee,1215.96,1.75,SME,True
TXN000159,20230610,CUS0099,,CH03,Loan Payment,13654.25,0.0,Retail,True
TXN000160,20240305,CUS0034,,CH04,Transfer,12991.47,49.6,Retail,True
TXN000161,20240826,CUS0166,BR01,CH02,Transfer,240894.36,244.46,SME,False
TXN000162,20240604,CUS0124,BR07,CH02,Bill Payment,416.06,0.96,Retail,False
TXN000163,20230303,CUS0171,,CH01,Loan Payment,6744.62,0.0,Retail,False
TXN000164,20240614,CUS0103,,CH05,Deposit,18314.68,0.0,Retail,True
TXN000165,20240629,CUS0090,BR08,CH02,Card Payment,13146.34,0.0,Retail,False
TXN000166,20231022,CUS0169,BR14,CH02,Card Payment,2273.79,0.0,Retail,False
TXN000167,20230329,CUS0105,BR03,CH01,Account Opening Fee,490.59,0.6,Retail,False
TXN000168,20230907,CUS0024,,CH03,Bill Payment,1653.4,4.68,Retail,True
TXN000169,20240318,CUS0078,BR05,CH01,deposit,80469.86,0.0,Premium,False
TXN000170,20230516,CUS0106,BR03,CH02,Deposit,39165.72,0.0,Retail,False
TXN000171,20240608,CUS0072,,CH03,Loan Payment,25448.36,0.0,Retail,True
TXN000172,20241031,CUS0096,,CH03,Bill Payment,604.81,2.01,Retail,True
TXN000173,20240910,CUS0187,,CH03,Card Payment,10505.34,0.0,Retail,True
TXN000174,20231215,CUS0070,BR09,CH01,loan payment,120680.52,0.0,Corporate,False
TXN000175,20240929,CUS0134,,CH04,Card Payment,4477.06,,Retail,True
TXN000176,20230530,CUS0156,,CH05,Deposit,166634.05,0.0,SME,True
TXN000177,20240802,CUS0160,BR08,CH01,Loan Payment,12344.38,,Retail,False
TXN000178,20230331,CUS0030,,CH04,Deposit,22309.09,0.0,Retail,True
TXN000179,20230402,CUS0038,BR15,CH02,Bill Payment,295.57,1.42,Retail,False
TXN000180,20230929,CUS0022,BR04,CH02,Withdrawal,19410.9,0.0,SME,False
TXN000181,20241115,CUS0137,,CH05,Account Opening Fee,207.2,0.41,Retail,True
TXN000182,20241005,CUS0083,,CH03,Bill Payment,4862.46,21.61,Retail,True
TXN000183,20240721,CUS0195,,CH05,Deposit,27213.61,0.0,Retail,True
TXN000184,20230711,CUS0065,BR10,CH01,Withdrawal,19412.62,0.0,Retail,False
TXN000185,20241114,CUS0085,BR10,CH01,Account Opening Fee,862.59,2.48,Premium,False
TXN000186,20231107,CUS0148,BR10,CH01,Withdrawal,6877.91,0.0,Premium,False
TXN000187,20230116,CUS0059,BR10,CH01,Account Opening Fee,591.25,1.02,Corporate,False
TXN000188,20240929,CUS0112,,CH04,Deposit,22137.45,0.0,SME,True
TXN000189,20240208,CUS0012,,CH05,Withdrawal,1624.01,0.0,Retail,True
TXN000190,20241115,CUS0139,,CH04,Deposit,32642.61,0.0,Retail,True
TXN000191,20241209,CUS0082,,CH01,Deposit,37720.28,0.0,Retail,False
TXN000192,20240710,CUS0142,,CH04,Card Payment,56649.58,0.0,Corporate,True
TXN000193,20231119,CUS0064,BR04,CH01,Deposit,35032.0,0.0,Retail,False
TXN000194,20230619,CUS0161,BR02,CH02,Deposit,51654.47,0.0,Premium,False
TXN000195,20230516,CUS0147,BR09,CH02,Account Opening Fee,761.41,1.96,Premium,False
TXN000196,20231108,CUS0031,BR04,CH02,Loan Payment,29295.56,0.0,Retail,False
TXN000197,20240906,CUS0043,,CH05,Deposit,117809.28,0.0,SME,True
TXN000198,20230224,CUS0068,,CH04,Bill Payment,2108.99,7.21,Retail,True
TXN000199,20240814,CUS0163,BR06,CH02,Deposit,20936.55,0.0,Premium,False
TXN000200,20240201,CUS0005,BR01,CH02,Loan Payment,24561.32,0.0,Retail,False
TXN000201,20240909,CUS0038,BR05,CH01,Bill Payment,2520.91,6.37,Retail,False
TXN000202,20241226,CUS0021,BR14,CH01,Deposit,8212.93,0.0,Retail,False
TXN000203,20230708,CUS0069,BR04,CH01,Withdrawal,16655.15,0.0,Retail,False
TXN000204,20230730,CUS0170,,CH03,Card Payment,48738.3,0.0,SME,True
TXN000205,20241107,CUS0020,,CH02,Card Payment,11035.17,0.0,Retail,False
TXN000206,20230215,CUS0075,BR06,CH02,Card Payment,31475.49,0.0,SME,False
TXN000207,20240328,CUS0014,,CH04,Deposit,81844.86,0.0,Premium,True
TXN000208,20230802,CUS0154,,CH03,account opening fee,869.88,1.92,Premium,True
TXN000209,20230806,CUS0062,,CH04,Loan Payment,90474.35,0.0,SME,True
TXN000210,20231225,CUS0168,BR05,CH01,Transfer,67401.47,283.32,Retail,False
TXN000211,20240131,CUS0118,BR11,CH02,Bill Payment,4652.37,5.96,Premium,False
TXN000212,20241009,CUS0123,BR01,CH02,Bill Payment,14031.39,50.96,SME,False
TXN000213,20240614,CUS0131,,CH05,Bill Payment,17071.57,17.61,SME,True
TXN000214,20241003,CUS0132,BR14,CH01,Account Opening Fee,976.37,3.89,Corporate,False
TXN000215,20230330,CUS0154,BR01,CH02,Bill Payment,364.56,1.57,Premium,False
TXN000216,20230831,CUS0056,,CH04,Card Payment,8447.77,0.0,Retail,True
TXN000217,20230624,CUS0042,,CH05,Card Payment,2447.91,0.0,Retail,True
TXN000218,20230921,CUS0157,BR04,CH01,Transfer,442383.32,1058.97,SME,False
TXN000219,20240803,CUS0043,,CH05,Loan Payment,90191.95,0.0,SME,True
TXN000220,20231030,CUS0138,,CH03,Transfer,58386.05,63.2,Premium,True
TXN000221,20240522,CUS0153,BR07,CH02,Card Payment,45429.99,0.0,SME,False
TXN000222,20240404,CUS0040,BR06,CH01,Loan Payment,147757.05,0.0,SME,False
TXN000223,20230606,CUS0004,BR03,CH01,account opening fee,217.25,0.29,Retail,False
TXN000224,20240521,CUS0067,BR07,CH01,Transfer,94588.53,310.23,Premium,False
TXN000225,20230608,CUS0041,,CH04,Account Opening Fee,211.57,0.5,Retail,True
TXN000226,20241223,CUS0184,,CH04,Card Payment,29712.03,0.0,Corporate,True
TXN000227,20230514,CUS0103,,CH03,Deposit,21177.48,0.0,Retail,True
TXN000228,20230511,CUS0196,,CH03,Bill Payment,625.37,1.39,Premium,True
TXN000229,20241105,CUS0007,BR03,CH01,Bill Payment,1523.87,2.87,Premium,False
TXN000230,20231115,CUS0140,,CH05,Transfer,93372.95,188.81,Retail,True
TXN000231,20241101,CUS0182,,CH04,Card Payment,13810.67,0.0,SME,True
TXN000232,20240215,CUS0181,BR08,CH01,Bill Payment,2056.69,,Retail,False
TXN000233,20230214,CUS0106,BR08,CH01,Bill Payment,1379.21,3.17,Retail,False
TXN000234,20240815,CUS0031,BR06,CH02,Loan Payment,10177.07,0.0,Retail,False
TXN000235,20240402,CUS0135,BR04,CH02,Bill Payment,19369.65,37.36,Corporate,False
TXN000236,20230326,CUS0057,,CH05,Card Payment,547.84,0.0,Retail,True
TXN000237,20230206,CUS0012,BR01,CH01,Withdrawal,11005.55,0.0,Retail,False
TXN000238,20240910,CUS0002,BR09,CH01,Deposit,22623.01,0.0,Retail,False
TXN000239,20230519,CUS0135,,CH03,Loan Payment,26719.77,0.0,Corporate,True
TXN000240,20241022,CUS0039,BR07,CH02,Withdrawal,9604.2,0.0,Retail,False
TXN000241,20240128,CUS0164,BR09,CH01,Loan Payment,13275.0,0.0,Retail,False
TXN000242,20240314,CUS0026,,CH03,Card Payment,12635.35,0.0,Retail,True
TXN000243,20231125,CUS0087,,CH03,Deposit,35004.26,0.0,Retail,True
TXN000244,20241115,CUS0166,,CH05,Deposit,234191.96,0.0,SME,True
TXN000245,20240720,CUS0033,BR01,CH02,Withdrawal,9705.76,0.0,Retail,False
TXN000246,20240831,CUS0023,,CH04,Transfer,53296.34,173.04,Retail,True
TXN000247,20230523,CUS0134,BR04,CH01,Bill Payment,2469.28,5.86,Retail,False
TXN000248,20231019,CUS0073,BR05,CH01,Card Payment,74916.27,0.0,Corporate,False
TXN000249,20231025,CUS0053,BR09,CH02,Account Opening Fee,173.05,0.41,Retail,False
TXN000250,20240229,CUS0110,BR08,CH02,loan payment,27304.2,0.0,Retail,False
TXN000251,20231115,CUS0132,BR13,CH01,Deposit,54566.43,0.0,Corporate,False
TXN000252,20231005,CUS0166,BR05,CH01,Transfer,87820.15,332.33,SME,False
TXN000253,20230317,CUS0070,BR07,CH02,Bill Payment,2409.17,5.88,Corporate,False
TXN000254,20240414,CUS0067,BR08,CH02,loan payment,47629.61,0.0,Premium,False
TXN000255,20231003,CUS0031,BR01,CH01,Account Opening Fee,441.92,1.58,Retail,False
TXN000256,20230721,CUS0188,BR15,CH02,Bill Payment,1132.47,1.67,Retail,False
TXN000257,20240121,CUS0050,BR14,CH01,Account Opening Fee,479.96,2.02,Retail,False
TXN000258,20231102,CUS0077,BR02,CH02,Loan Payment,11107.72,0.0,Retail,False
TXN000259,20240308,CUS0028,BR06,CH02,Transfer,81088.22,95.64,Retail,False
TXN000260,20230526,CUS0092,BR09,CH01,Account Opening Fee,394.82,0.68,Retail,False
TXN000261,20230220,CUS0072,BR02,CH02,Deposit,5207.63,0.0,Retail,False
TXN000262,20230325,CUS0062,BR06,CH01,Account Opening Fee,578.44,2.31,SME,False
TXN000263,20230924,CUS0125,,CH03,Account Opening Fee,265.91,0.53,Retail,True
TXN000264,20231029,CUS0053,BR08,CH01,Deposit,32323.65,,Retail,False
TXN000265,20230731,CUS0126,BR02,CH01,Card Payment,9711.19,0.0,Retail,False
TXN000266,20240229,CUS0059,,CH03,Deposit,167898.93,0.0,Corporate,True
TXN000267,20241005,CUS0177,,CH04,Loan Payment,146215.14,0.0,Corporate,True
TXN000268,20230724,CUS0155,BR05,CH02,Card Payment,2071.87,0.0,Retail,False
TXN000269,20240621,CUS0045,,CH05,Card Payment,11493.78,0.0,Retail,True
TXN000270,20230609,CUS0019,,CH05,Transfer,57782.15,223.74,Premium,True
TXN000271,20240322,CUS0138,,CH03,Withdrawal,6860.88,0.0,Premium,True
TXN000272,20241024,CUS0103,BR05,CH02,Bill Payment,4127.58,10.62,Retail,False
TXN000273,20240217,CUS0086,BR03,CH01,Deposit,46638.47,0.0,Retail,False
TXN000274,20230201,CUS0025,BR04,CH01,Loan Payment,17277.93,0.0,Corporate,False
TXN000275,20240821,CUS0148,BR05,CH01,Account Opening Fee,220.16,0.34,Premium,False
TXN000276,20241130,CUS0135,,CH03,Account Opening Fee,1396.93,5.3,Corporate,True
TXN000277,20230902,CUS0175,BR01,CH02,Loan Payment,55422.16,0.0,SME,False
TXN000278,20241008,CUS0002,,CH03,Account Opening Fee,356.07,1.72,Retail,True
TXN000279,20240216,CUS0037,BR09,CH01,Account Opening Fee,274.43,1.21,Retail,False
TXN000280,20241205,CUS0198,BR07,CH01,Card Payment,12716.8,0.0,Premium,False
TXN000281,20241105,CUS0188,,CH01,Deposit,21266.66,0.0,Retail,False
TXN000282,20241102,CUS0043,,CH04,Account Opening Fee,1306.55,2.32,SME,True
TXN000283,20240814,CUS0167,,CH03,Card Payment,12585.59,0.0,SME,True
TXN000284,20231208,CUS0052,BR08,CH01,Bill Payment,4627.56,4.96,SME,False
TXN000285,20241015,CUS0144,,CH02,Card Payment,2591.16,0.0,Retail,False
TXN000286,20240530,CUS0067,BR07,CH02,Transfer,48572.7,83.85,Premium,False
TXN000287,20231209,CUS0141,,CH03,Bill Payment,1953.28,9.24,Retail,True
TXN000288,20241014,CUS0151,,CH04,Bill Payment,452.74,0.56,Retail,True
TXN000289,20230217,CUS0127,BR04,CH01,Card Payment,43466.93,0.0,SME,False
TXN000290,20240804,CUS0154,BR08,CH02,Bill Payment,4396.12,13.18,Premium,False
TXN000291,20230215,CUS0095,,CH05,Card Payment,34709.08,0.0,Corporate,True
TXN000292,20230130,CUS0136,BR13,CH01,Card Payment,3682.09,0.0,Premium,False
TXN000293,20240606,CUS0047,,CH04,Transfer,248953.19,1198.3,SME,True
TXN000294,20240927,CUS0170,,CH03,Loan Payment,137898.73,0.0,SME,True
TXN000295,20230128,CUS0104,,CH03,Deposit,8390.24,0.0,Retail,True
TXN000296,20240217,CUS0037,BR04,CH02,Account Opening Fee,164.33,0.55,Retail,False
TXN000297,20230914,CUS0186,BR04,CH01,Bill Payment,3965.38,10.47,Retail,False
TXN000298,20230722,CUS0180,,CH03,Bill Payment,4345.03,19.17,Retail,True
TXN000299,20240825,CUS0008,BR14,CH01,Bill Payment,4889.08,6.12,Retail,False
TXN000300,20231002,CUS0185,BR05,CH02,Transfer,196096.24,634.14,Premium,False
TXN000301,20240609,CUS0081,,CH05,Transfer,70195.81,349.21,Premium,True
TXN000302,20240515,CUS0034,,CH03,Withdrawal,13815.33,0.0,Retail,True
TXN000303,20230702,CUS0184,BR15,CH01,Transfer,114595.73,386.1,Corporate,False
TXN000304,20240407,CUS0016,BR12,CH01,Account Opening Fee,656.19,3.23,SME,False
TXN000305,20231014,CUS0045,,CH03,Card Payment,12554.43,0.0,Retail,True
TXN000306,20230806,CUS0065,BR01,CH01,Account Opening Fee,472.22,1.79,Retail,False
TXN000307,20240614,CUS0111,,CH03,Withdrawal,5979.44,0.0,SME,True
TXN000308,20240207,CUS0015,,CH04,Account Opening Fee,1988.1,2.42,SME,True
TXN000309,20240719,CUS0095,,CH04,Bill Payment,15106.21,41.8,Corporate,True
TXN000310,20230316,CUS0022,BR05,CH02,Bill Payment,14452.28,48.68,SME,False
TXN000311,20231217,CUS0172,,CH05,Card Payment,17079.96,0.0,Premium,True
TXN000312,20240527,CUS0111,,CH03,Loan Payment,128371.37,0.0,SME,True
TXN000313,20241025,CUS0152,BR03,CH01,Account Opening Fee,839.1,3.44,SME,False
TXN000314,20240218,CUS0180,,CH04,Withdrawal,5008.74,0.0,Retail,True
TXN000315,20241013,CUS0048,,CH05,Loan Payment,2924.32,0.0,Retail,True
TXN000316,20230923,CUS0023,BR05,CH01,Loan Payment,18067.03,0.0,Retail,False
TXN000317,20230726,CUS0195,BR06,CH02,withdrawal,10136.28,0.0,Retail,False
