sale_id,date_id,project_id,unit_type_id,customer_id,channel_id,area_sqm,price_per_sqm,contract_value,down_payment,remaining_balance,down_payment_pct,payment_plan,is_off_plan,commission_pct,commission_amount,contract_status
SL00047,20230828,PJ01,UT07,CUS0026,CH02,384.1,22685,8713000.0,871000.0,7842000.0,10.0,Off-Plan 8-Year,True,0.034,296200.0,Signed
SL00048,20240117,PJ03,UT03,CUS0159,CH01,144.3,34601,4993000.0,999000.0,0.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00049,20240208,PJ05,UT03,CUS0056,CH03,139.0,38159,5304000.0,796000.0,4508000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00050,20230525,PJ02,UT05,CUS0134,CH02,284.2,34359,9765000.0,2441000.0,7324000.0,25.0,Off-Plan 10-Year,True,0.023,224600.0,Signed
SL00051,20241214,PJ04,UT06,CUS0167,CH03,301.5,32885,9915000.0,2479000.0,7436000.0,25.0,Off-Plan 8-Year,True,,0.0,Signed
SL00052,20240802,PJ04,UT06,CUS0043,CH05,240.1,31117,7471000.0,747000.0,6724000.0,10.0,Off-Plan 8-Year,True,0.014,104600.0,Signed
SL00053,20241125,PJ01,UT03,CUS0061,CH01,162.5,32662,5308000.0,796000.0,4512000.0,15.0,5-Year Installment,False,0.0,0.0,signed
SL00054,20241027,PJ04,UT07,CUS0168,CH02,570.2,30614,17456000.0,2618000.0,14838000.0,15.0,Off-Plan 8-Year,True,0.036,628400.0,Signed
SL00055,20240320,PJ04,UT06,CUS0008,CH03,300.2,32692,9814000.0,981000.0,8833000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00056,20241114,PJ03,UT02,CUS0155,CH02,74.2,38616,2865000.0,573000.0,2292000.0,20.0,Off-Plan 10-Year,True,0.031,88800.0,Signed
SL00057,20230313,PJ03,UT02,CUS0025,CH01,87.6,31049,2720000.0,680000.0,2040000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00058,20230603,PJ05,UT05,CUS0124,CH04,352.4,39336,13862000.0,2772000.0,11090000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00059,20230206,PJ05,UT05,CUS0011,CH01,223.4,38457,8591000.0,859000.0,7732000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00060,20230907,PJ02,UT03,CUS0109,CH01,118.6,24862,2949000.0,295000.0,2654000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00061,20231024,PJ09,UT08,CUS0035,CH04,81.9,74936,6137000.0,1227000.0,4910000.0,,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00062,20230731,PJ01,UT03,CUS0147,CH02,141.4,28049,3966000.0,793000.0,3173000.0,20.0,Off-Plan 8-Year,True,0.039,154700.0,Signed
SL00063,20240909,PJ06,UT02,CUS0142,CH02,97.6,42782,4176000.0,4176000.0,0.0,100.0,Cash,False,0.026,108600.0,Signed
SL00064,20231001,PJ06,UT04,CUS0082,CH05,223.9,31700,7098000.0,7098000.0,0.0,100.0,Cash,False,0.007,49700.0,Signed
SL00065,20230807,PJ05,UT05,CUS0135,CH02,333.5,39607,13209000.0,2642000.0,10567000.0,20.0,5-Year Installment,False,0.029,383100.0,Signed
SL00066,20240205,PJ01,UT05,CUS0155,CH01,214.8,41721,8962000.0,8962000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00067,20230422,PJ01,UT06,CUS0086,CH02,349.9,25336,8865000.0,886000.0,7979000.0,10.0,Off-Plan 8-Year,True,0.039,345700.0,Signed
SL00068,20240821,PJ07,UT01,CUS0116,CH04,54.5,50679,2762000.0,2762000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00069,20230303,PJ05,UT05,CUS0068,CH02,377.5,41472,15656000.0,3914000.0,11742000.0,25.0,Off-Plan 10-Year,True,0.034,532300.0,Signed
SL00070,20241224,PJ08,UT08,CUS0013,CH01,67.6,99982,6759000.0,2028000.0,4731000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00071,20240731,PJ01,UT02,CUS0142,CH04,77.1,36193,2790000.0,698000.0,2092000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00072,20230605,PJ06,UT05,CUS0018,CH01,301.3,41149,12398000.0,12398000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00073,20230105,PJ03,UT05,CUS0176,CH01,330.4,36762,12146000.0,3644000.0,8502000.0,,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00074,20240830,PJ02,UT05,CUS0011,CH01,323.7,39161,12676000.0,2535000.0,10141000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00075,20240611,PJ02,UT04,CUS0009,CH02,207.8,28790,5983000.0,598000.0,5385000.0,10.0,Off-Plan 10-Year,True,0.027,161500.0,Signed
SL00076,20240629,PJ08,UT08,CUS0147,CH03,87.9,98710,8677000.0,1735000.0,0.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Under Review
SL00077,20240730,PJ02,UT05,CUS0063,CH05,267.4,40541,10841000.0,1626000.0,9215000.0,15.0,Off-Plan 10-Year,True,0.011,119300.0,Signed
SL00078,20230303,PJ02,UT04,CUS0120,CH04,240.2,24721,5938000.0,891000.0,5047000.0,15.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00079,20231002,PJ06,UT05,CUS0028,CH02,378.0,44679,16889000.0,1689000.0,15200000.0,10.0,Off-Plan 10-Year,True,0.026,439100.0,Signed
SL00080,20230402,PJ02,UT03,CUS0039,CH03,169.1,25479,4308000.0,646000.0,3662000.0,15.0,Off-Plan 8-Year,True,,0.0,Signed
SL00081,20241005,PJ10,UT08,CUS0045,CH04,66.0,91640,6048000.0,605000.0,5443000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00082,20240408,PJ04,UT04,CUS0095,CH01,210.5,35497,7472000.0,7472000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00083,20230911,PJ01,UT05,CUS0163,CH04,324.7,34970,11355000.0,1703000.0,9652000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00084,20230222,PJ06,UT02,CUS0105,CH02,98.2,35467,3483000.0,3483000.0,0.0,100.0,Cash,False,0.022,76600.0,Signed
SL00085,20230828,PJ06,UT02,CUS0010,CH03,74.2,37236,2763000.0,691000.0,2072000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00086,20230907,PJ01,UT03,CUS0132,CH03,135.7,29376,3986000.0,797000.0,0.0,20.0,5-Year Installment,False,0.0,0.0,Under Review
SL00087,20240630,PJ01,UT07,CUS0077,CH02,525.9,25143,13223000.0,3967000.0,9256000.0,30.0,5-Year Installment,False,0.031,409900.0,Signed
SL00088,20240419,PJ03,UT05,CUS0090,CH04,324.6,45486,14765000.0,2215000.0,12550000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00089,20241022,PJ02,UT05,CUS0049,CH01,338.9,39454,13371000.0,2674000.0,10697000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00090,20231215,PJ07,UT01,CUS0084,CH01,60.6,40198,2436000.0,244000.0,0.0,10.0,5-Year Installment,False,0.0,0.0,Under Review
SL00091,20230405,PJ01,UT05,CUS0059,CH01,372.6,34874,12994000.0,1299000.0,11695000.0,10.0,5-Year Installment,False,,0.0,Signed
SL00092,20240617,PJ02,UT02,CUS0026,CH02,90.5,33369,3020000.0,755000.0,2265000.0,25.0,Off-Plan 8-Year,True,0.02,60400.0,Signed
SL00093,20240723,PJ10,UT08,CUS0037,CH05,68.0,89343,6075000.0,911000.0,5164000.0,15.0,Off-Plan 8-Year,True,0.013,79000.0,Signed
SL00094,20240221,PJ06,UT02,CUS0034,CH04,97.8,41061,4016000.0,602000.0,3414000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00095,20240730,PJ07,UT01,CUS0171,CH04,62.9,49291,3100000.0,775000.0,2325000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00096,20231228,PJ01,UT03,CUS0166,CH02,133.0,27547,3664000.0,1099000.0,2565000.0,30.0,5-Year Installment,False,0.037,135600.0,Signed
SL00097,20240119,PJ06,UT02,CUS0092,CH01,82.6,41586,3435000.0,687000.0,2748000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00098,20231118,PJ05,UT03,CUS0103,CH02,137.0,31847,4363000.0,436000.0,3927000.0,10.0,5-Year Installment,False,0.02,87300.0,Signed
SL00099,20230121,PJ05,UT05,CUS0037,CH01,307.3,39667,12190000.0,1828000.0,10362000.0,15.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00100,20230327,PJ02,UT07,CUS0124,CH02,552.2,20472,11305000.0,2826000.0,8479000.0,25.0,Off-Plan 8-Year,True,0.023,260000.0,Signed
SL00101,20230126,PJ02,UT07,CUS0122,CH05,343.0,20065,6882000.0,2065000.0,4817000.0,30.0,Off-Plan 10-Year,True,0.007,48200.0,Signed
SL00102,20240418,PJ03,UT05,CUS0110,CH05,237.1,44586,10571000.0,1057000.0,9514000.0,10.0,Off-Plan 10-Year ,True,0.014,148000.0,Signed
SL00103,20230830,PJ01,UT02,CUS0069,CH02,70.3,29598,2081000.0,416000.0,1665000.0,20.0,Off-Plan 8-Year,True,0.026,54100.0,Signed
SL00104,20240108,PJ05,UT04,CUS0178,CH02,213.4,35016,7472000.0,1121000.0,6351000.0,15.0,Off-Plan 8-Year,True,0.035,261500.0,Signed
SL00105,20241105,PJ01,UT07,CUS0052,CH02,594.0,26766,15899000.0,3975000.0,11924000.0,25.0,5-Year Installment,False,0.028,445200.0,Signed
SL00106,20230715,PJ01,UT07,CUS0101,CH01,528.1,22227,11738000.0,2934000.0,8804000.0,25.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00107,20231107,PJ08,UT08,CUS0036,CH05,61.3,83081,5093000.0,1019000.0,4074000.0,20.0,Off-Plan 10-Year,True,0.012,61100.0,Signed
SL00108,20240719,PJ02,UT03,CUS0091,CH04,136.2,31749,4324000.0,865000.0,3459000.0,20.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00109,20230630,PJ02,UT02,CUS0090,CH02,94.5,27766,2624000.0,525000.0,2099000.0,20.0,Off-Plan 10-Year,True,0.022,57700.0,Signed
SL00110,20230305,PJ10,UT08,CUS0030,CH02,64.6,73635,4757000.0,714000.0,0.0,15.0,Off-Plan 10-Year ,True,0.034,161700.0,under review
SL00111,20230813,PJ04,UT04,CUS0009,CH02,219.3,31188,6840000.0,6840000.0,0.0,100.0,Cash,False,0.02,136800.0,Signed
SL00112,20230507,PJ10,UT08,CUS0014,CH01,59.6,76585,4564000.0,1369000.0,3195000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00113,20241119,PJ02,UT05,CUS0081,CH01,235.7,38394,9049000.0,2715000.0,6334000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00114,20240825,PJ03,UT04,CUS0152,CH01,240.0,32724,0.0,0.0,0.0,30.0,5-Year Installment,False,0.0,0.0,Cancelled
SL00115,20240415,PJ10,UT08,CUS0169,CH03,50.4,94571,4766000.0,4766000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00116,20241011,PJ06,UT02,CUS0011,CH03,79.7,42772,3409000.0,341000.0,3068000.0,10.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00117,20240822,PJ01,UT02,CUS0065,CH02,85.9,37446,3217000.0,483000.0,2734000.0,15.0,5-Year Installment,False,0.036,115800.0,signed
SL00118,20230527,PJ04,UT05,CUS0087,CH02,351.7,39650,13945000.0,13945000.0,0.0,100.0,Cash,False,0.032,446200.0,Signed
SL00119,20241026,PJ03,UT02,CUS0120,CH02,80.4,38750,3116000.0,935000.0,2181000.0,30.0,Off-Plan 8-Year,True,0.036,112200.0,Signed
SL00120,20240202,PJ02,UT02,CUS0140,CH02,78.8,33584,2646000.0,265000.0,2381000.0,10.0,Off-Plan 10-Year,True,0.023,60900.0,Signed
SL00121,20240825,PJ04,UT06,CUS0034,CH01,286.9,32257,9255000.0,1851000.0,7404000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00122,20241028,PJ06,UT04,CUS0019,CH04,174.0,40073,6973000.0,1046000.0,5927000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00123,20230902,PJ08,UT08,CUS0163,CH05,53.5,80276,0.0,0.0,0.0,10.0,5-Year Installment,False,0.008,0.0,Cancelled
SL00124,20230329,PJ06,UT01,CUS0045,CH04,64.3,40408,2598000.0,779000.0,1819000.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00125,20230629,PJ06,UT02,CUS0042,CH01,79.6,36544,2909000.0,582000.0,2327000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00126,20231118,PJ01,UT05,CUS0175,CH02,332.4,37528,12474000.0,1247000.0,11227000.0,10.0,Off-Plan 8-Year,True,0.029,361700.0,Signed
SL00127,20240901,PJ10,UT08,CUS0174,CH01,52.5,90797,4767000.0,1430000.0,3337000.0,30.0,5-Year Installment,False,0.0,0.0,Signed
SL00128,20241004,PJ06,UT04,CUS0024,CH02,184.6,36751,6784000.0,2035000.0,4749000.0,30.0,Off-Plan 10-Year,True,0.034,230700.0,Signed
SL00129,20230106,PJ01,UT04,CUS0074,CH01,175.8,27911,4907000.0,4907000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00130,20240110,PJ04,UT05,CUS0128,CH01,335.3,49913,0.0,0.0,0.0,30.0,Off-Plan 10-Year,True,0.0,0.0,Cancelled
SL00131,20231112,PJ03,UT02,CUS0091,CH01,94.1,32836,3090000.0,309000.0,2781000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00132,20230624,PJ09,UT08,CUS0093,CH02,52.0,73579,3826000.0,765000.0,3061000.0,20.0,5-Year Installment,False,0.028,107100.0,Signed
SL00133,20230405,PJ01,UT03,CUS0074,CH05,168.7,28135,4746000.0,4746000.0,0.0,100.0,Cash,False,0.01,47500.0,Signed
SL00134,20230917,PJ05,UT05,CUS0075,CH02,308.9,37715,11650000.0,3495000.0,8155000.0,30.0,Off-Plan 8-Year,True,0.024,279600.0,Signed
SL00135,20241128,PJ04,UT05,CUS0062,CH03,346.2,46743,16182000.0,16182000.0,0.0,100.0,Cash,False,0.0,0.0,Under Review
SL00136,20230905,PJ02,UT07,CUS0090,CH01,426.9,19312,8244000.0,824000.0,7420000.0,10.0,5-Year Installment,False,,0.0,Signed
SL00137,20240116,PJ05,UT05,CUS0116,CH04,352.2,48275,17002000.0,3400000.0,13602000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00138,20240608,PJ05,UT04,CUS0117,CH02,199.8,36228,7238000.0,7238000.0,0.0,100.0,Cash,False,0.028,202700.0,Signed
SL00139,20231006,PJ02,UT03,CUS0116,CH02,157.3,26824,4219000.0,4219000.0,0.0,100.0,Cash,False,0.037,156100.0,Signed
SL00140,20241215,PJ06,UT02,CUS0055,CH02,95.1,43360,4124000.0,1031000.0,3093000.0,25.0,Off-Plan 10-Year,True,0.033,136100.0,Signed
SL00141,20241209,PJ01,UT07,CUS0152,CH04,544.2,26246,0.0,0.0,0.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Cancelled
SL00142,20230716,PJ01,UT04,CUS0084,CH01,175.6,27661,4857000.0,1457000.0,3400000.0,,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00143,20231230,PJ02,UT03,CUS0010,CH01,151.2,26406,3993000.0,599000.0,3394000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00144,20230820,PJ05,UT03,CUS0123,CH05,115.4,30599,3531000.0,530000.0,3001000.0,15.0,5-Year Installment,False,0.012,42400.0,Signed
SL00145,20230809,PJ01,UT03,CUS0078,CH02,130.2,27253,3548000.0,887000.0,0.0,25.0,5-Year Installment,False,0.037,131300.0,Under Review
SL00146,20230130,PJ04,UT04,CUS0101,CH05,232.4,30180,7014000.0,1754000.0,5260000.0,25.0,Off-Plan 10-Year,True,0.014,98200.0,Signed
SL00147,20240328,PJ02,UT02,CUS0125,CH04,80.5,33656,2709000.0,542000.0,2167000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00148,20240103,PJ03,UT02,CUS0107,CH04,78.7,36174,2847000.0,285000.0,2562000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00149,20230212,PJ06,UT03,CUS0004,CH02,125.7,34152,4293000.0,429000.0,3864000.0,,Off-Plan 10-Year,True,0.04,171700.0,Signed
SL00150,20230805,PJ04,UT04,CUS0061,CH03,193.4,29946,5792000.0,1448000.0,4344000.0,25.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00151,20241105,PJ10,UT08,CUS0149,CH02,66.2,90901,6018000.0,903000.0,5115000.0,15.0,5-Year Installment,False,0.038,228700.0,Signed
SL00152,20230708,PJ02,UT04,CUS0051,CH02,197.6,24734,4887000.0,733000.0,4154000.0,15.0,Off-Plan 8-Year,True,0.04,195500.0,Signed
SL00153,20230425,PJ01,UT03,CUS0142,CH01,138.0,27329,3771000.0,3771000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00154,20231226,PJ03,UT03,CUS0055,CH01,153.2,28841,4418000.0,884000.0,3534000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00155,20241223,PJ05,UT04,CUS0099,CH04,187.6,36934,6929000.0,2079000.0,4850000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00156,20230709,PJ06,UT03,CUS0046,CH01,164.6,32721,5386000.0,1346000.0,4040000.0,25.0,5-Year Installment,False,0.0,0.0,Signed
SL00157,20240515,PJ10,UT08,CUS0096,CH04,63.2,92149,5824000.0,5824000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00158,20240723,PJ05,UT04,CUS0028,CH04,191.5,34777,6660000.0,6660000.0,0.0,100.0,Cash,False,,0.0,Signed
SL00159,20230706,PJ04,UT04,CUS0014,CH02,195.3,30573,5971000.0,1791000.0,4180000.0,30.0,Off-Plan 10-Year,True,0.035,209000.0,Signed
SL00160,20240629,PJ06,UT04,CUS0042,CH01,172.4,36467,6287000.0,943000.0,5344000.0,15.0,5-Year Installment,False,0.0,0.0,Signed
SL00161,20231009,PJ06,UT02,CUS0007,CH02,86.4,36207,3128000.0,313000.0,2815000.0,10.0,Off-Plan 10-Year,True,0.024,75100.0,Signed
SL00162,20240415,PJ01,UT06,CUS0030,CH04,297.0,27486,8163000.0,2449000.0,5714000.0,,5-Year Installment,False,0.0,0.0,Signed
SL00163,20240415,PJ01,UT03,CUS0079,CH01,138.3,34900,4827000.0,1448000.0,3379000.0,30.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00164,20240130,PJ04,UT06,CUS0150,CH02,323.6,33866,10959000.0,1644000.0,9315000.0,15.0,Off-Plan 10-Year,True,0.022,241100.0,Signed
SL00165,20230315,PJ06,UT03,CUS0121,CH05,141.4,33903,4794000.0,1438000.0,3356000.0,30.0,Off-Plan 10-Year,True,0.011,52700.0,Signed
SL00166,20240914,PJ02,UT04,CUS0066,CH03,209.1,29039,6072000.0,1214000.0,4858000.0,20.0,Off-Plan 10-Year,True,0.0,0.0,Signed
SL00167,20230904,PJ03,UT04,CUS0149,CH02,249.9,28883,7218000.0,1444000.0,5774000.0,20.0,Off-Plan 8-Year,True,0.024,173200.0,Signed
SL00168,20230527,PJ10,UT08,CUS0063,CH01,85.8,79023,6780000.0,1017000.0,5763000.0,15.0,Off-Plan 8-Year,True,0.0,0.0,Signed
SL00169,20230203,PJ02,UT05,CUS0161,CH01,238.4,31921,7610000.0,7610000.0,0.0,100.0,Cash,False,0.0,0.0,Signed
SL00170,20240315,PJ01,UT06,CUS0126,CH03,280.1,27388,7671000.0,1534000.0,6137000.0,20.0,5-Year Installment,False,0.0,0.0,Signed
SL00171,20240519,PJ05,UT05,CUS0028,CH03,264.9,48076,12735000.0,1910000.0,10825000.0,,Off-Plan 8-Year ,True,0.0,0.0,Signed
SL00172,20230114,PJ05,UT03,CUS0169,CH03,162.0,31644,5126000.0,513000.0,4613000.0,10.0,Off-Plan 10-Year,True,0.0,0.0,signed
